App name,Date,Duration,Check phone count of all Apps,Total screen time of all Apps,App total Usage time,App total Access count,App total Average Screen time
Call of Duty,2019-10-29,4.0,81.0,5:37:58,85:25:57,545.0,0:9:24
Call of Duty,2019-10-30,24.0,71.0,4:34:26,85:25:57,545.0,0:9:24
Call of Duty,2019-10-31,40.0,71.0,6:22:49,85:25:57,545.0,0:9:24
Call of Duty,2019-11-01,50.0,84.0,5:52:14,85:25:57,545.0,0:9:24
Call of Duty,2019-11-02,53.0,81.0,7:10:10,85:25:57,545.0,0:9:24
Call of Duty,2019-11-03,62.0,57.0,5:45:34,85:25:57,545.0,0:9:24
Call of Duty,2019-11-04,35.0,78.0,5:23:14,85:25:57,545.0,0:9:24
Call of Duty,2019-11-05,58.0,65.0,6:23:36,85:25:57,545.0,0:9:24
Call of Duty,2019-11-06,17.0,72.0,3:03:16,85:25:57,545.0,0:9:24
Call of Duty,2019-11-07,14.0,66.0,6:15:50,85:25:57,545.0,0:9:24
Call of Duty,2019-11-08,27.0,79.0,6:13:26,85:25:57,545.0,0:9:24
Call of Duty,2019-11-09,79.0,73.0,5:56:55,85:25:57,545.0,0:9:24
Call of Duty,2019-11-10,66.0,62.0,6:58:54,85:25:57,545.0,0:9:24
Call of Duty,2019-11-11,23.0,78.0,5:56:43,85:25:57,545.0,0:9:24
Call of Duty,2019-11-12,52.0,66.0,4:10:46,85:25:57,545.0,0:9:24
Call of Duty,2019-11-13,47.0,76.0,5:05:49,85:25:57,545.0,0:9:24
Call of Duty,2019-11-14,34.0,70.0,5:34:35,85:25:57,545.0,0:9:24
Call of Duty,2019-11-15,9.0,76.0,3:55:27,85:25:57,545.0,0:9:24
Call of Duty,2019-11-16,21.0,77.0,5:55:52,85:25:57,545.0,0:9:24
Call of Duty,2019-11-18,60.0,63.0,4:40:07,85:25:57,545.0,0:9:24
Call of Duty,2019-11-19,21.0,53.0,4:10:44,85:25:57,545.0,0:9:24
Call of Duty,2019-11-20,34.0,53.0,3:57:31,85:25:57,545.0,0:9:24
Call of Duty,2019-11-21,43.0,66.0,6:01:38,85:25:57,545.0,0:9:24
Call of Duty,2019-11-22,48.0,60.0,4:07:32,85:25:57,545.0,0:9:24
Call of Duty,2019-11-23,24.0,66.0,5:52:24,85:25:57,545.0,0:9:24
Call of Duty,2019-11-24,5.0,68.0,5:07:07,85:25:57,545.0,0:9:24
Call of Duty,2019-11-25,1.0,79.0,5:11:51,85:25:57,545.0,0:9:24
Call of Duty,2019-11-26,6.0,55.0,3:56:09,85:25:57,545.0,0:9:24
Camera,2019-06-02,4.0,53.0,5:12:32,,,
Camera,2019-06-09,1.0,66.0,7:11:13,,,
Camera,2019-06-14,4.0,68.0,6:28:35,,,
Camera,2019-06-19,1.0,52.0,6:39:43,,,
Camera,2019-06-22,1.0,80.0,7:17:22,,,
Camera,2019-06-26,3.0,75.0,6:15:42,,,
Camera,2019-07-01,7.0,76.0,6:15:09,,,
Camera,2019-08-04,4.0,57.0,4:30:18,,,
Camera,2019-08-11,1.0,81.0,4:35:58,,,
Camera,2019-08-26,1.0,93.0,5:47:29,,,
Camera,2019-08-28,4.0,73.0,5:32:34,,,
Camera,2019-08-29,1.0,58.0,3:56:34,,,
Camera,2019-09-01,3.0,121.0,3:55:56,,,
Camera,2019-09-06,2.0,80.0,6:48:28,,,
Camera,2019-09-08,1.0,69.0,6:14:11,,,
Camera,2019-09-09,1.0,81.0,6:15:44,,,
Camera,2019-09-10,2.0,81.0,5:02:02,,,
Camera,2019-09-13,1.0,93.0,7:41:37,,,
Camera,2019-09-15,6.0,68.0,5:17:22,,,
Camera,2019-09-22,1.0,74.0,4:54:27,,,
Camera,2019-09-26,1.0,103.0,6:03:26,,,
Camera,2019-09-27,4.0,61.0,3:31:31,,,
Camera,2019-09-29,1.0,100.0,5:24:17,,,
Camera,2019-10-18,1.0,101.0,2:39:48,,,
Camera,2019-10-21,2.0,108.0,4:29:40,,,
Camera,2019-10-27,1.0,83.0,4:45:04,,,
Camera,2019-11-25,2.0,79.0,5:11:51,,,
Canva,2019-07-03,4.0,74.0,8:40:21,0:28:53,20.0,0:1:26
Canva,2019-07-07,2.0,98.0,4:11:54,0:28:53,20.0,0:1:26
Canva,2019-07-09,4.0,69.0,7:45:22,0:28:53,20.0,0:1:26
Canva,2019-08-04,4.0,57.0,4:30:18,0:28:53,20.0,0:1:26
Canva,2019-09-30,3.0,63.0,5:12:23,0:28:53,20.0,0:1:26
Canva,2019-10-01,7.0,68.0,6:18:51,0:28:53,20.0,0:1:26
Chrome,2019-05-18,1.0,68.0,4:37:25,22:36:47,1256.0,0:1:04
Chrome,2019-05-22,5.0,78.0,7:31:39,22:36:47,1256.0,0:1:04
Chrome,2019-05-23,1.0,49.0,5:56:30,22:36:47,1256.0,0:1:04
Chrome,2019-05-24,6.0,70.0,7:44:25,22:36:47,1256.0,0:1:04
Chrome,2019-05-25,5.0,58.0,3:34:42,22:36:47,1256.0,0:1:04
Chrome,2019-05-26,5.0,52.0,6:55:16,22:36:47,1256.0,0:1:04
Chrome,2019-05-28,2.0,64.0,5:18:12,22:36:47,1256.0,0:1:04
Chrome,2019-05-29,1.0,63.0,6:04:37,22:36:47,1256.0,0:1:04
Chrome,2019-05-30,4.0,68.0,8:37:01,22:36:47,1256.0,0:1:04
Chrome,2019-05-31,2.0,79.0,5:37:58,22:36:47,1256.0,0:1:04
Chrome,2019-06-01,7.0,73.0,5:33:07,22:36:47,1256.0,0:1:04
Chrome,2019-06-03,9.0,82.0,4:34:45,22:36:47,1256.0,0:1:04
Chrome,2019-06-04,25.0,75.0,5:07:30,22:36:47,1256.0,0:1:04
Chrome,2019-06-05,1.0,45.0,7:04:15,22:36:47,1256.0,0:1:04
Chrome,2019-06-06,5.0,55.0,6:30:48,22:36:47,1256.0,0:1:04
Chrome,2019-06-07,2.0,69.0,5:33:33,22:36:47,1256.0,0:1:04
Chrome,2019-06-08,8.0,80.0,6:10:35,22:36:47,1256.0,0:1:04
Chrome,2019-06-09,19.0,66.0,7:11:13,22:36:47,1256.0,0:1:04
Chrome,2019-06-11,3.0,78.0,5:18:00,22:36:47,1256.0,0:1:04
Chrome,2019-06-12,1.0,72.0,6:10:34,22:36:47,1256.0,0:1:04
Chrome,2019-06-13,10.0,82.0,4:56:10,22:36:47,1256.0,0:1:04
Chrome,2019-06-14,4.0,68.0,6:28:35,22:36:47,1256.0,0:1:04
Chrome,2019-06-15,32.0,71.0,5:08:02,22:36:47,1256.0,0:1:04
Chrome,2019-06-16,27.0,105.0,4:54:08,22:36:47,1256.0,0:1:04
Chrome,2019-06-17,6.0,56.0,5:09:57,22:36:47,1256.0,0:1:04
Chrome,2019-06-18,1.0,49.0,5:28:29,22:36:47,1256.0,0:1:04
Chrome,2019-06-19,2.0,52.0,6:39:43,22:36:47,1256.0,0:1:04
Chrome,2019-06-20,4.0,64.0,4:37:30,22:36:47,1256.0,0:1:04
Chrome,2019-06-21,7.0,61.0,4:51:40,22:36:47,1256.0,0:1:04
Chrome,2019-06-22,1.0,80.0,7:17:22,22:36:47,1256.0,0:1:04
Chrome,2019-06-23,7.0,74.0,6:38:16,22:36:47,1256.0,0:1:04
Chrome,2019-06-25,9.0,59.0,6:03:45,22:36:47,1256.0,0:1:04
Chrome,2019-06-26,1.0,75.0,6:15:42,22:36:47,1256.0,0:1:04
Chrome,2019-06-27,4.0,56.0,7:51:13,22:36:47,1256.0,0:1:04
Chrome,2019-06-28,13.0,60.0,4:02:33,22:36:47,1256.0,0:1:04
Chrome,2019-06-29,7.0,70.0,7:28:32,22:36:47,1256.0,0:1:04
Chrome,2019-06-30,30.0,69.0,7:17:21,22:36:47,1256.0,0:1:04
Chrome,2019-07-02,48.0,83.0,6:15:16,22:36:47,1256.0,0:1:04
Chrome,2019-07-03,25.0,74.0,8:40:21,22:36:47,1256.0,0:1:04
Chrome,2019-07-04,14.0,36.0,3:35:33,22:36:47,1256.0,0:1:04
Chrome,2019-07-05,5.0,104.0,7:58:23,22:36:47,1256.0,0:1:04
Chrome,2019-07-06,9.0,96.0,4:01:14,22:36:47,1256.0,0:1:04
Chrome,2019-07-07,3.0,98.0,4:11:54,22:36:47,1256.0,0:1:04
Chrome,2019-07-09,6.0,69.0,7:45:22,22:36:47,1256.0,0:1:04
Chrome,2019-07-10,56.0,92.0,6:08:02,22:36:47,1256.0,0:1:04
Chrome,2019-07-11,7.0,87.0,6:59:12,22:36:47,1256.0,0:1:04
Chrome,2019-07-13,13.0,76.0,3:54:05,22:36:47,1256.0,0:1:04
Chrome,2019-07-14,5.0,92.0,7:53:56,22:36:47,1256.0,0:1:04
Chrome,2019-07-15,1.0,90.0,7:53:29,22:36:47,1256.0,0:1:04
Chrome,2019-07-18,5.0,64.0,6:48:43,22:36:47,1256.0,0:1:04
Chrome,2019-07-19,2.0,68.0,5:48:51,22:36:47,1256.0,0:1:04
Chrome,2019-07-20,2.0,110.0,7:46:52,22:36:47,1256.0,0:1:04
Chrome,2019-07-21,3.0,64.0,5:48:20,22:36:47,1256.0,0:1:04
Chrome,2019-07-23,2.0,91.0,4:53:25,22:36:47,1256.0,0:1:04
Chrome,2019-07-24,1.0,65.0,5:22:45,22:36:47,1256.0,0:1:04
Chrome,2019-07-25,5.0,57.0,5:19:29,22:36:47,1256.0,0:1:04
Chrome,2019-07-27,1.0,64.0,3:49:00,22:36:47,1256.0,0:1:04
Chrome,2019-07-28,1.0,81.0,3:39:34,22:36:47,1256.0,0:1:04
Chrome,2019-07-29,1.0,59.0,4:48:43,22:36:47,1256.0,0:1:04
Chrome,2019-07-30,22.0,66.0,5:32:03,22:36:47,1256.0,0:1:04
Chrome,2019-07-31,1.0,70.0,4:25:26,22:36:47,1256.0,0:1:04
Chrome,2019-08-01,4.0,64.0,5:37:12,22:36:47,1256.0,0:1:04
Chrome,2019-08-02,2.0,92.0,6:07:58,22:36:47,1256.0,0:1:04
Chrome,2019-08-03,1.0,63.0,9:30:01,22:36:47,1256.0,0:1:04
Chrome,2019-08-04,20.0,57.0,4:30:18,22:36:47,1256.0,0:1:04
Chrome,2019-08-05,3.0,73.0,4:02:18,22:36:47,1256.0,0:1:04
Chrome,2019-08-06,4.0,67.0,4:29:27,22:36:47,1256.0,0:1:04
Chrome,2019-08-07,3.0,83.0,3:42:42,22:36:47,1256.0,0:1:04
Chrome,2019-08-08,6.0,65.0,5:13:35,22:36:47,1256.0,0:1:04
Chrome,2019-08-09,13.0,79.0,4:39:07,22:36:47,1256.0,0:1:04
Chrome,2019-08-13,10.0,80.0,5:46:56,22:36:47,1256.0,0:1:04
Chrome,2019-08-14,3.0,91.0,5:39:46,22:36:47,1256.0,0:1:04
Chrome,2019-08-15,10.0,83.0,6:43:34,22:36:47,1256.0,0:1:04
Chrome,2019-08-16,4.0,83.0,5:54:50,22:36:47,1256.0,0:1:04
Chrome,2019-08-18,9.0,62.0,7:35:19,22:36:47,1256.0,0:1:04
Chrome,2019-08-21,2.0,92.0,6:03:01,22:36:47,1256.0,0:1:04
Chrome,2019-08-22,6.0,158.0,5:58:09,22:36:47,1256.0,0:1:04
Chrome,2019-08-23,9.0,77.0,6:07:13,22:36:47,1256.0,0:1:04
Chrome,2019-08-24,2.0,107.0,4:10:35,22:36:47,1256.0,0:1:04
Chrome,2019-08-25,7.0,114.0,4:36:27,22:36:47,1256.0,0:1:04
Chrome,2019-08-26,3.0,93.0,5:47:29,22:36:47,1256.0,0:1:04
Chrome,2019-08-27,5.0,60.0,4:49:13,22:36:47,1256.0,0:1:04
Chrome,2019-08-29,8.0,58.0,3:56:34,22:36:47,1256.0,0:1:04
Chrome,2019-08-30,2.0,69.0,7:45:25,22:36:47,1256.0,0:1:04
Chrome,2019-08-31,6.0,90.0,6:53:43,22:36:47,1256.0,0:1:04
Chrome,2019-09-01,7.0,121.0,3:55:56,22:36:47,1256.0,0:1:04
Chrome,2019-09-02,3.0,70.0,7:21:15,22:36:47,1256.0,0:1:04
Chrome,2019-09-03,1.0,79.0,6:04:16,22:36:47,1256.0,0:1:04
Chrome,2019-09-04,3.0,55.0,5:16:44,22:36:47,1256.0,0:1:04
Chrome,2019-09-06,12.0,80.0,6:48:28,22:36:47,1256.0,0:1:04
Chrome,2019-09-07,2.0,84.0,7:04:27,22:36:47,1256.0,0:1:04
Chrome,2019-09-08,4.0,69.0,6:14:11,22:36:47,1256.0,0:1:04
Chrome,2019-09-09,1.0,81.0,6:15:44,22:36:47,1256.0,0:1:04
Chrome,2019-09-13,12.0,93.0,7:41:37,22:36:47,1256.0,0:1:04
Chrome,2019-09-14,2.0,83.0,2:51:02,22:36:47,1256.0,0:1:04
Chrome,2019-09-15,14.0,68.0,5:17:22,22:36:47,1256.0,0:1:04
Chrome,2019-09-17,10.0,81.0,6:35:45,22:36:47,1256.0,0:1:04
Chrome,2019-09-18,4.0,100.0,4:55:35,22:36:47,1256.0,0:1:04
Chrome,2019-09-20,19.0,81.0,4:35:56,22:36:47,1256.0,0:1:04
Chrome,2019-09-21,5.0,53.0,7:09:46,22:36:47,1256.0,0:1:04
Chrome,2019-09-22,6.0,74.0,4:54:27,22:36:47,1256.0,0:1:04
Chrome,2019-09-23,1.0,83.0,3:43:51,22:36:47,1256.0,0:1:04
Chrome,2019-09-24,2.0,70.0,5:24:17,22:36:47,1256.0,0:1:04
Chrome,2019-09-25,3.0,70.0,4:47:48,22:36:47,1256.0,0:1:04
Chrome,2019-09-26,3.0,103.0,6:03:26,22:36:47,1256.0,0:1:04
Chrome,2019-09-27,9.0,61.0,3:31:31,22:36:47,1256.0,0:1:04
Chrome,2019-09-28,2.0,63.0,6:04:37,22:36:47,1256.0,0:1:04
Chrome,2019-09-29,12.0,100.0,5:24:17,22:36:47,1256.0,0:1:04
Chrome,2019-09-30,4.0,63.0,5:12:23,22:36:47,1256.0,0:1:04
Chrome,2019-10-01,36.0,68.0,6:18:51,22:36:47,1256.0,0:1:04
Chrome,2019-10-02,14.0,80.0,8:09:54,22:36:47,1256.0,0:1:04
Chrome,2019-10-03,21.0,77.0,7:37:37,22:36:47,1256.0,0:1:04
Chrome,2019-10-04,11.0,90.0,4:28:53,22:36:47,1256.0,0:1:04
Chrome,2019-10-05,1.0,59.0,5:56:27,22:36:47,1256.0,0:1:04
Chrome,2019-10-06,10.0,70.0,7:21:44,22:36:47,1256.0,0:1:04
Chrome,2019-10-07,1.0,68.0,5:32:04,22:36:47,1256.0,0:1:04
Chrome,2019-10-09,9.0,60.0,6:45:04,22:36:47,1256.0,0:1:04
Chrome,2019-10-10,10.0,79.0,5:39:44,22:36:47,1256.0,0:1:04
Chrome,2019-10-11,6.0,74.0,7:11:46,22:36:47,1256.0,0:1:04
Chrome,2019-10-12,10.0,59.0,7:25:16,22:36:47,1256.0,0:1:04
Chrome,2019-10-13,4.0,57.0,6:56:10,22:36:47,1256.0,0:1:04
Chrome,2019-10-14,8.0,57.0,5:32:11,22:36:47,1256.0,0:1:04
Chrome,2019-10-15,15.0,63.0,6:03:32,22:36:47,1256.0,0:1:04
Chrome,2019-10-17,3.0,84.0,7:00:45,22:36:47,1256.0,0:1:04
Chrome,2019-10-21,6.0,108.0,4:29:40,22:36:47,1256.0,0:1:04
Chrome,2019-10-22,3.0,54.0,3:27:35,22:36:47,1256.0,0:1:04
Chrome,2019-10-23,4.0,88.0,5:08:04,22:36:47,1256.0,0:1:04
Chrome,2019-10-24,8.0,91.0,7:37:49,22:36:47,1256.0,0:1:04
Chrome,2019-10-26,2.0,72.0,5:13:11,22:36:47,1256.0,0:1:04
Chrome,2019-10-29,2.0,81.0,5:37:58,22:36:47,1256.0,0:1:04
Chrome,2019-10-30,1.0,71.0,4:34:26,22:36:47,1256.0,0:1:04
Chrome,2019-10-31,6.0,71.0,6:22:49,22:36:47,1256.0,0:1:04
Chrome,2019-11-03,1.0,57.0,5:45:34,22:36:47,1256.0,0:1:04
Chrome,2019-11-04,3.0,78.0,5:23:14,22:36:47,1256.0,0:1:04
Chrome,2019-11-05,18.0,65.0,6:23:36,22:36:47,1256.0,0:1:04
Chrome,2019-11-06,1.0,72.0,3:03:16,22:36:47,1256.0,0:1:04
Chrome,2019-11-09,4.0,73.0,5:56:55,22:36:47,1256.0,0:1:04
Chrome,2019-11-10,2.0,62.0,6:58:54,22:36:47,1256.0,0:1:04
Chrome,2019-11-13,2.0,76.0,5:05:49,22:36:47,1256.0,0:1:04
Chrome,2019-11-14,1.0,70.0,5:34:35,22:36:47,1256.0,0:1:04
Chrome,2019-11-15,1.0,76.0,3:55:27,22:36:47,1256.0,0:1:04
Chrome,2019-11-17,1.0,87.0,3:31:52,22:36:47,1256.0,0:1:04
Chrome,2019-11-18,4.0,63.0,4:40:07,22:36:47,1256.0,0:1:04
Chrome,2019-11-19,10.0,53.0,4:10:44,22:36:47,1256.0,0:1:04
Chrome,2019-11-22,2.0,60.0,4:07:32,22:36:47,1256.0,0:1:04
Chrome,2019-11-23,6.0,66.0,5:52:24,22:36:47,1256.0,0:1:04
Clock,2019-05-20,6.0,34.0,3:17:24,,,
Clock,2019-06-05,2.0,45.0,7:04:15,,,
Clock,2019-06-18,6.0,49.0,5:28:29,,,
Clock,2019-06-24,2.0,37.0,4:58:25,,,
Clock,2019-07-08,2.0,119.0,4:59:14,,,
Clock,2019-07-31,1.0,70.0,4:25:26,,,
Clock,2019-08-03,5.0,63.0,9:30:01,,,
Clock,2019-08-24,2.0,107.0,4:10:35,,,
Clock,2019-09-30,1.0,63.0,5:12:23,,,
Clock,2019-11-16,4.0,77.0,5:55:52,,,
Clock,2019-11-20,2.0,53.0,3:57:31,,,
Clock,2019-11-21,2.0,66.0,6:01:38,,,
Contacts,2019-07-20,9.0,110.0,7:46:52,,,
Contacts,2019-08-08,16.0,65.0,5:13:35,,,
Contacts,2019-08-15,4.0,83.0,6:43:34,,,
Contacts,2019-09-08,3.0,69.0,6:14:11,,,
Crossword,2019-09-09,11.0,81.0,6:15:44,0:34:02,10.0,0:3:24
Crossword,2019-09-11,13.0,83.0,7:24:06,0:34:02,10.0,0:3:24
Crossword,2019-09-12,8.0,70.0,4:35:26,0:34:02,10.0,0:3:24
Deepstash,2019-10-15,2.0,63.0,6:03:32,,,
Device boot,2019-05-27,1.0,68.0,6:14:55,,,
Device boot,2019-06-14,238.0,68.0,6:28:35,,,
Device boot,2019-06-22,203.0,80.0,7:17:22,,,
Device boot,2019-07-02,193.0,83.0,6:15:16,,,
Device maintenance,2019-06-12,2.0,72.0,6:10:34,,,
Device maintenance,2019-07-08,1.0,119.0,4:59:14,,,
Device maintenance,2019-09-06,2.0,80.0,6:48:28,,,
Device shutdown,2019-05-18,1.0,68.0,4:37:25,,,
Device shutdown,2019-05-19,2.0,80.0,5:27:18,,,
Device shutdown,2019-05-20,3.0,34.0,3:17:24,,,
Device shutdown,2019-05-22,2.0,78.0,7:31:39,,,
Device shutdown,2019-05-23,1.0,49.0,5:56:30,,,
Device shutdown,2019-05-24,2.0,70.0,7:44:25,,,
Device shutdown,2019-05-25,292.0,58.0,3:34:42,,,
Device shutdown,2019-05-26,1.0,52.0,6:55:16,,,
Device shutdown,2019-05-27,4.0,68.0,6:14:55,,,
Device shutdown,2019-05-28,1.0,64.0,5:18:12,,,
Device shutdown,2019-05-29,4.0,63.0,6:04:37,,,
Device shutdown,2019-05-30,5.0,68.0,8:37:01,,,
Device shutdown,2019-05-31,3.0,79.0,5:37:58,,,
Device shutdown,2019-06-01,17.0,73.0,5:33:07,,,
Device shutdown,2019-06-02,4.0,53.0,5:12:32,,,
Device shutdown,2019-06-04,2.0,75.0,5:07:30,,,
Device shutdown,2019-06-05,4.0,45.0,7:04:15,,,
Device shutdown,2019-06-07,4.0,69.0,5:33:33,,,
Device shutdown,2019-06-08,4.0,80.0,6:10:35,,,
Device shutdown,2019-06-10,2.0,79.0,4:22:21,,,
Device shutdown,2019-06-11,2.0,78.0,5:18:00,,,
Device shutdown,2019-06-12,2.0,72.0,6:10:34,,,
Device shutdown,2019-06-14,8.0,68.0,6:28:35,,,
Device shutdown,2019-06-15,2.0,71.0,5:08:02,,,
Device shutdown,2019-06-16,4.0,105.0,4:54:08,,,
Device shutdown,2019-06-17,3.0,56.0,5:09:57,,,
Device shutdown,2019-06-18,4.0,49.0,5:28:29,,,
Device shutdown,2019-06-19,2.0,52.0,6:39:43,,,
Device shutdown,2019-06-20,3.0,64.0,4:37:30,,,
Device shutdown,2019-06-22,11.0,80.0,7:17:22,,,
Device shutdown,2019-06-23,2.0,74.0,6:38:16,,,
Device shutdown,2019-06-24,2.0,37.0,4:58:25,,,
Device shutdown,2019-06-25,2.0,59.0,6:03:45,,,
Device shutdown,2019-06-26,2.0,75.0,6:15:42,,,
Device shutdown,2019-06-27,6.0,56.0,7:51:13,,,
Device shutdown,2019-06-29,2.0,70.0,7:28:32,,,
Device shutdown,2019-06-30,2.0,69.0,7:17:21,,,
Device shutdown,2019-07-01,3.0,76.0,6:15:09,,,
Device shutdown,2019-07-02,8.0,83.0,6:15:16,,,
Device shutdown,2019-07-04,395.0,36.0,3:35:33,,,
Device shutdown,2019-07-17,2.0,58.0,5:19:17,,,
Device shutdown,2019-07-21,48.0,64.0,5:48:20,,,
Device shutdown,2019-08-17,2.0,61.0,9:24:33,,,
Device shutdown,2019-08-23,3.0,77.0,6:07:13,,,
Device shutdown,2019-09-05,2.0,79.0,6:33:23,,,
Device shutdown,2019-09-29,3.0,100.0,5:24:17,,,
Device shutdown,2019-10-08,2.0,68.0,5:36:21,,,
Device shutdown,2019-10-18,367.0,101.0,2:39:48,,,
Device shutdown,2019-10-19,136.0,38.0,0:37:21,,,
Device shutdown,2019-11-12,2.0,66.0,4:10:46,,,
Digital wellbeing,2019-06-05,2.0,45.0,7:04:15,,,
Digital wellbeing,2019-06-06,2.0,55.0,6:30:48,,,
Digital wellbeing,2019-06-09,2.0,66.0,7:11:13,,,
Digital wellbeing,2019-06-13,2.0,82.0,4:56:10,,,
Digital wellbeing,2019-07-18,1.0,64.0,6:48:43,,,
Digital wellbeing,2019-10-09,2.0,60.0,6:45:04,,,
Digital wellbeing,2019-10-26,2.0,72.0,5:13:11,,,
Digital wellbeing,2019-10-29,2.0,81.0,5:37:58,,,
Digital wellbeing,2019-11-12,3.0,66.0,4:10:46,,,
Digital wellbeing,2019-11-25,1.0,79.0,5:11:51,,,
Drive,2019-06-14,18.0,68.0,6:28:35,3:27:28,215.0,0:0:57
Drive,2019-06-19,5.0,52.0,6:39:43,3:27:28,215.0,0:0:57
Drive,2019-07-03,2.0,74.0,8:40:21,3:27:28,215.0,0:0:57
Drive,2019-07-05,3.0,104.0,7:58:23,3:27:28,215.0,0:0:57
Drive,2019-07-12,10.0,65.0,4:24:32,3:27:28,215.0,0:0:57
Drive,2019-07-13,4.0,76.0,3:54:05,3:27:28,215.0,0:0:57
Drive,2019-07-14,7.0,92.0,7:53:56,3:27:28,215.0,0:0:57
Drive,2019-07-30,2.0,66.0,5:32:03,3:27:28,215.0,0:0:57
Drive,2019-08-17,2.0,61.0,9:24:33,3:27:28,215.0,0:0:57
Drive,2019-09-03,1.0,79.0,6:04:16,3:27:28,215.0,0:0:57
Drive,2019-09-25,8.0,70.0,4:47:48,3:27:28,215.0,0:0:57
Drive,2019-10-03,1.0,77.0,7:37:37,3:27:28,215.0,0:0:57
Drive,2019-10-10,2.0,79.0,5:39:44,3:27:28,215.0,0:0:57
Drive,2019-10-28,2.0,85.0,3:28:33,3:27:28,215.0,0:0:57
Drive,2019-11-08,12.0,79.0,6:13:26,3:27:28,215.0,0:0:57
Drive,2019-11-11,35.0,78.0,5:56:43,3:27:28,215.0,0:0:57
Drive,2019-11-12,9.0,66.0,4:10:46,3:27:28,215.0,0:0:57
Drive,2019-11-13,5.0,76.0,5:05:49,3:27:28,215.0,0:0:57
Drive,2019-11-14,10.0,70.0,5:34:35,3:27:28,215.0,0:0:57
Duolingo,2019-06-06,3.0,55.0,6:30:48,7:18:13,105.0,0:4:10
Duolingo,2019-10-10,11.0,79.0,5:39:44,7:18:13,105.0,0:4:10
Duolingo,2019-10-12,11.0,59.0,7:25:16,7:18:13,105.0,0:4:10
Duolingo,2019-10-14,14.0,57.0,5:32:11,7:18:13,105.0,0:4:10
Duolingo,2019-10-15,17.0,63.0,6:03:32,7:18:13,105.0,0:4:10
Duolingo,2019-10-16,16.0,79.0,8:01:33,7:18:13,105.0,0:4:10
Duolingo,2019-10-17,20.0,84.0,7:00:45,7:18:13,105.0,0:4:10
Duolingo,2019-10-24,16.0,91.0,7:37:49,7:18:13,105.0,0:4:10
Duolingo,2019-10-25,13.0,65.0,6:03:20,7:18:13,105.0,0:4:10
Duolingo,2019-10-26,7.0,72.0,5:13:11,7:18:13,105.0,0:4:10
Duolingo,2019-10-27,3.0,83.0,4:45:04,7:18:13,105.0,0:4:10
Duolingo,2019-10-28,12.0,85.0,3:28:33,7:18:13,105.0,0:4:10
Duolingo,2019-10-29,17.0,81.0,5:37:58,7:18:13,105.0,0:4:10
Duolingo,2019-10-30,13.0,71.0,4:34:26,7:18:13,105.0,0:4:10
Duolingo,2019-10-31,29.0,71.0,6:22:49,7:18:13,105.0,0:4:10
Duolingo,2019-11-01,14.0,84.0,5:52:14,7:18:13,105.0,0:4:10
Duolingo,2019-11-02,7.0,81.0,7:10:10,7:18:13,105.0,0:4:10
Duolingo,2019-11-03,9.0,57.0,5:45:34,7:18:13,105.0,0:4:10
Duolingo,2019-11-04,2.0,78.0,5:23:14,7:18:13,105.0,0:4:10
Duolingo,2019-11-05,6.0,65.0,6:23:36,7:18:13,105.0,0:4:10
Duolingo,2019-11-06,3.0,72.0,3:03:16,7:18:13,105.0,0:4:10
Duolingo,2019-11-07,4.0,66.0,6:15:50,7:18:13,105.0,0:4:10
Duolingo,2019-11-08,24.0,79.0,6:13:26,7:18:13,105.0,0:4:10
Duolingo,2019-11-09,3.0,73.0,5:56:55,7:18:13,105.0,0:4:10
Duolingo,2019-11-10,15.0,62.0,6:58:54,7:18:13,105.0,0:4:10
Duolingo,2019-11-11,6.0,78.0,5:56:43,7:18:13,105.0,0:4:10
Duolingo,2019-11-12,3.0,66.0,4:10:46,7:18:13,105.0,0:4:10
Duolingo,2019-11-13,5.0,76.0,5:05:49,7:18:13,105.0,0:4:10
Duolingo,2019-11-14,14.0,70.0,5:34:35,7:18:13,105.0,0:4:10
Duolingo,2019-11-15,3.0,76.0,3:55:27,7:18:13,105.0,0:4:10
Duolingo,2019-11-16,2.0,77.0,5:55:52,7:18:13,105.0,0:4:10
Duolingo,2019-11-18,6.0,63.0,4:40:07,7:18:13,105.0,0:4:10
Duolingo,2019-11-19,19.0,53.0,4:10:44,7:18:13,105.0,0:4:10
Duolingo,2019-11-20,8.0,53.0,3:57:31,7:18:13,105.0,0:4:10
Duolingo,2019-11-21,28.0,66.0,6:01:38,7:18:13,105.0,0:4:10
Duolingo,2019-11-22,7.0,60.0,4:07:32,7:18:13,105.0,0:4:10
Duolingo,2019-11-23,9.0,66.0,5:52:24,7:18:13,105.0,0:4:10
Duolingo,2019-11-24,8.0,68.0,5:07:07,7:18:13,105.0,0:4:10
Duolingo,2019-11-25,11.0,79.0,5:11:51,7:18:13,105.0,0:4:10
Duolingo,2019-11-26,4.0,55.0,3:56:09,7:18:13,105.0,0:4:10
English Templates,2019-06-24,9.0,37.0,4:58:25,0:10:27,5.0,0:2:05
Evernote,2019-06-07,2.0,69.0,5:33:33,0:19:08,25.0,0:0:45
Evernote,2019-07-01,11.0,76.0,6:15:09,0:19:08,25.0,0:0:45
Evernote,2019-09-21,2.0,53.0,7:09:46,0:19:08,25.0,0:0:45
Flipkart,2019-08-16,6.0,83.0,5:54:50,3:41:15,111.0,0:1:59
