App name,Date,Duration,Check phone count of all Apps,Total screen time of all Apps,App total Usage time,App total Access count,App total Average Screen time,User_Engagement_Level
Duolingo,2019-10-31,29.0,71.0,0 days 06:22:49,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-01,14.0,84.0,0 days 05:52:14,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-02,7.0,81.0,0 days 07:10:10,7:18:13,105.0,0:4:10,Highly Engaged
Duolingo,2019-11-03,9.0,57.0,0 days 05:45:34,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-04,2.0,78.0,0 days 05:23:14,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-05,6.0,65.0,0 days 06:23:36,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-06,3.0,72.0,0 days 03:03:16,7:18:13,105.0,0:4:10,Low Engaged
Duolingo,2019-11-07,4.0,66.0,0 days 06:15:50,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-08,24.0,79.0,0 days 06:13:26,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-09,3.0,73.0,0 days 05:56:55,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-10,15.0,62.0,0 days 06:58:54,7:18:13,105.0,0:4:10,Highly Engaged
Duolingo,2019-11-11,6.0,78.0,0 days 05:56:43,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-12,3.0,66.0,0 days 04:10:46,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-13,5.0,76.0,0 days 05:05:49,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-14,14.0,70.0,0 days 05:34:35,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-15,3.0,76.0,0 days 03:55:27,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-16,2.0,77.0,0 days 05:55:52,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-18,6.0,63.0,0 days 04:40:07,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-19,19.0,53.0,0 days 04:10:44,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-20,8.0,53.0,0 days 03:57:31,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-21,28.0,66.0,0 days 06:01:38,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-22,7.0,60.0,0 days 04:07:32,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-23,9.0,66.0,0 days 05:52:24,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-24,8.0,68.0,0 days 05:07:07,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-25,11.0,79.0,0 days 05:11:51,7:18:13,105.0,0:4:10,Moderately Engaged
Duolingo,2019-11-26,4.0,55.0,0 days 03:56:09,7:18:13,105.0,0:4:10,Moderately Engaged
English Templates,2019-06-24,9.0,37.0,0 days 04:58:25,0:10:27,5.0,0:2:05,Moderately Engaged
Evernote,2019-06-07,2.0,69.0,0 days 05:33:33,0:19:08,25.0,0:0:45,Moderately Engaged
Evernote,2019-07-01,11.0,76.0,0 days 06:15:09,0:19:08,25.0,0:0:45,Moderately Engaged
Evernote,2019-09-21,2.0,53.0,0 days 07:09:46,0:19:08,25.0,0:0:45,Highly Engaged
Flipkart,2019-08-16,6.0,83.0,0 days 05:54:50,3:41:15,111.0,0:1:59,Moderately Engaged
Flipkart,2019-08-17,14.0,61.0,0 days 09:24:33,3:41:15,111.0,0:1:59,Highly Engaged
Flipkart,2019-08-19,5.0,50.0,0 days 04:24:46,3:41:15,111.0,0:1:59,Moderately Engaged
Flipkart,2019-08-20,11.0,69.0,0 days 06:10:46,3:41:15,111.0,0:1:59,Moderately Engaged
Flipkart,2019-08-21,20.0,92.0,0 days 06:03:01,3:41:15,111.0,0:1:59,Moderately Engaged
Flipkart,2019-09-20,7.0,81.0,0 days 04:35:56,3:41:15,111.0,0:1:59,Moderately Engaged
Flipkart,2019-09-24,22.0,70.0,0 days 05:24:17,3:41:15,111.0,0:1:59,Moderately Engaged
Flipkart,2019-09-25,3.0,70.0,0 days 04:47:48,3:41:15,111.0,0:1:59,Moderately Engaged
Flipkart,2019-09-26,6.0,103.0,0 days 06:03:26,3:41:15,111.0,0:1:59,Moderately Engaged
Flipkart,2019-09-28,21.0,63.0,0 days 06:04:37,3:41:15,111.0,0:1:59,Moderately Engaged
Flipkart,2019-09-29,15.0,100.0,0 days 05:24:17,3:41:15,111.0,0:1:59,Moderately Engaged
Flipkart,2019-09-30,12.0,63.0,0 days 05:12:23,3:41:15,111.0,0:1:59,Moderately Engaged
Flipkart,2019-10-14,8.0,57.0,0 days 05:32:11,3:41:15,111.0,0:1:59,Moderately Engaged
Flipkart,2019-10-15,3.0,63.0,0 days 06:03:32,3:41:15,111.0,0:1:59,Moderately Engaged
Flipkart,2019-10-17,1.0,84.0,0 days 07:00:45,3:41:15,111.0,0:1:59,Highly Engaged
Flipkart,2019-11-10,1.0,62.0,0 days 06:58:54,3:41:15,111.0,0:1:59,Highly Engaged
Flipkart,2019-11-11,6.0,78.0,0 days 05:56:43,3:41:15,111.0,0:1:59,Moderately Engaged
Flipkart,2019-11-12,13.0,66.0,0 days 04:10:46,3:41:15,111.0,0:1:59,Moderately Engaged
Flipkart,2019-11-13,4.0,76.0,0 days 05:05:49,3:41:15,111.0,0:1:59,Moderately Engaged
Flipkart,2019-11-14,5.0,70.0,0 days 05:34:35,3:41:15,111.0,0:1:59,Moderately Engaged
Flipkart,2019-11-15,4.0,76.0,0 days 03:55:27,3:41:15,111.0,0:1:59,Moderately Engaged
Flipkart,2019-11-19,6.0,53.0,0 days 04:10:44,3:41:15,111.0,0:1:59,Moderately Engaged
Galaxy Store,2019-06-14,1.0,68.0,0 days 06:28:35,0:30:09,47.0,0:0:38,Moderately Engaged
Galaxy Store,2019-09-06,5.0,80.0,0 days 06:48:28,0:30:09,47.0,0:0:38,Highly Engaged
Galaxy Store,2019-09-18,3.0,100.0,0 days 04:55:35,0:30:09,47.0,0:0:38,Moderately Engaged
Galaxy Store,2019-09-24,1.0,70.0,0 days 05:24:17,0:30:09,47.0,0:0:38,Moderately Engaged
Galaxy Store,2019-09-28,1.0,63.0,0 days 06:04:37,0:30:09,47.0,0:0:38,Moderately Engaged
Galaxy Store,2019-10-08,1.0,68.0,0 days 05:36:21,0:30:09,47.0,0:0:38,Moderately Engaged
Galaxy Store,2019-10-23,3.0,88.0,0 days 05:08:04,0:30:09,47.0,0:0:38,Moderately Engaged
Galaxy Store,2019-11-12,2.0,66.0,0 days 04:10:46,0:30:09,47.0,0:0:38,Moderately Engaged
Galaxy Store,2019-11-19,3.0,53.0,0 days 04:10:44,0:30:09,47.0,0:0:38,Moderately Engaged
Galaxy Themes,2019-05-17,3.0,33.0,0 days 02:51:12,0:09:21,17.0,0:0:33,Low Engaged
Galaxy Themes,2019-10-16,1.0,79.0,0 days 08:01:33,0:09:21,17.0,0:0:33,Highly Engaged
Gallery,2019-05-17,1.0,33.0,0 days 02:51:12,5:19:33,555.0,0:0:34,Low Engaged
Gallery,2019-05-18,3.0,68.0,0 days 04:37:25,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-05-19,8.0,80.0,0 days 05:27:18,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-05-22,2.0,78.0,0 days 07:31:39,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-05-23,1.0,49.0,0 days 05:56:30,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-05-26,1.0,52.0,0 days 06:55:16,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-05-27,4.0,68.0,0 days 06:14:55,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-05-30,3.0,68.0,0 days 08:37:01,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-06-01,2.0,73.0,0 days 05:33:07,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-06-02,1.0,53.0,0 days 05:12:32,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-06-04,2.0,75.0,0 days 05:07:30,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-06-05,1.0,45.0,0 days 07:04:15,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-06-06,6.0,55.0,0 days 06:30:48,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-06-17,3.0,56.0,0 days 05:09:57,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-06-26,1.0,75.0,0 days 06:15:42,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-06-29,1.0,70.0,0 days 07:28:32,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-06-30,7.0,69.0,0 days 07:17:21,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-07-01,3.0,76.0,0 days 06:15:09,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-07-02,2.0,83.0,0 days 06:15:16,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-07-03,4.0,74.0,0 days 08:40:21,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-07-04,3.0,36.0,0 days 03:35:33,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-07-06,7.0,96.0,0 days 04:01:14,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-07-07,8.0,98.0,0 days 04:11:54,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-07-08,8.0,119.0,0 days 04:59:14,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-07-09,1.0,69.0,0 days 07:45:22,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-07-14,8.0,92.0,0 days 07:53:56,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-07-16,4.0,71.0,0 days 05:36:16,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-07-19,2.0,68.0,0 days 05:48:51,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-07-20,1.0,110.0,0 days 07:46:52,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-07-27,1.0,64.0,0 days 03:49:00,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-07-31,2.0,70.0,0 days 04:25:26,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-08-04,1.0,57.0,0 days 04:30:18,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-08-09,3.0,79.0,0 days 04:39:07,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-08-13,2.0,80.0,0 days 05:46:56,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-08-15,2.0,83.0,0 days 06:43:34,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-08-19,4.0,50.0,0 days 04:24:46,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-08-24,1.0,107.0,0 days 04:10:35,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-08-26,1.0,93.0,0 days 05:47:29,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-08-27,5.0,60.0,0 days 04:49:13,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-08-30,9.0,69.0,0 days 07:45:25,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-08-31,1.0,90.0,0 days 06:53:43,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-09-01,5.0,121.0,0 days 03:55:56,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-09-02,1.0,70.0,0 days 07:21:15,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-09-03,4.0,79.0,0 days 06:04:16,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-09-05,3.0,79.0,0 days 06:33:23,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-09-09,1.0,81.0,0 days 06:15:44,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-09-12,6.0,70.0,0 days 04:35:26,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-09-13,2.0,93.0,0 days 07:41:37,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-09-16,3.0,60.0,0 days 05:25:12,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-09-18,2.0,100.0,0 days 04:55:35,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-09-22,2.0,74.0,0 days 04:54:27,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-09-25,3.0,70.0,0 days 04:47:48,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-09-26,1.0,103.0,0 days 06:03:26,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-09-30,2.0,63.0,0 days 05:12:23,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-10-02,1.0,80.0,0 days 08:09:54,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-10-03,6.0,77.0,0 days 07:37:37,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-10-18,1.0,101.0,0 days 02:39:48,5:19:33,555.0,0:0:34,Low Engaged
Gallery,2019-10-29,1.0,81.0,0 days 05:37:58,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-11-10,1.0,62.0,0 days 06:58:54,5:19:33,555.0,0:0:34,Highly Engaged
Gallery,2019-11-12,5.0,66.0,0 days 04:10:46,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-11-15,2.0,76.0,0 days 03:55:27,5:19:33,555.0,0:0:34,Moderately Engaged
Gallery,2019-11-21,2.0,66.0,0 days 06:01:38,5:19:33,555.0,0:0:34,Moderately Engaged
Goodreads,2019-05-22,1.0,78.0,0 days 07:31:39,8:34:37,1024.0,0:0:30,Highly Engaged
Goodreads,2019-05-30,2.0,68.0,0 days 08:37:01,8:34:37,1024.0,0:0:30,Highly Engaged
Goodreads,2019-06-01,2.0,73.0,0 days 05:33:07,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-06-04,3.0,75.0,0 days 05:07:30,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-06-07,1.0,69.0,0 days 05:33:33,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-06-11,3.0,78.0,0 days 05:18:00,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-06-14,4.0,68.0,0 days 06:28:35,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-06-19,11.0,52.0,0 days 06:39:43,8:34:37,1024.0,0:0:30,Highly Engaged
Goodreads,2019-06-21,1.0,61.0,0 days 04:51:40,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-06-24,1.0,37.0,0 days 04:58:25,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-06-25,1.0,59.0,0 days 06:03:45,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-06-29,2.0,70.0,0 days 07:28:32,8:34:37,1024.0,0:0:30,Highly Engaged
Goodreads,2019-07-01,3.0,76.0,0 days 06:15:09,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-07-02,1.0,83.0,0 days 06:15:16,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-07-04,3.0,36.0,0 days 03:35:33,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-07-05,13.0,104.0,0 days 07:58:23,8:34:37,1024.0,0:0:30,Highly Engaged
Goodreads,2019-07-06,3.0,96.0,0 days 04:01:14,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-07-10,1.0,92.0,0 days 06:08:02,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-07-11,2.0,87.0,0 days 06:59:12,8:34:37,1024.0,0:0:30,Highly Engaged
Goodreads,2019-07-12,1.0,65.0,0 days 04:24:32,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-07-16,1.0,71.0,0 days 05:36:16,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-07-17,12.0,58.0,0 days 05:19:17,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-07-19,3.0,68.0,0 days 05:48:51,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-07-20,5.0,110.0,0 days 07:46:52,8:34:37,1024.0,0:0:30,Highly Engaged
Goodreads,2019-07-21,3.0,64.0,0 days 05:48:20,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-07-25,4.0,57.0,0 days 05:19:29,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-07-28,7.0,81.0,0 days 03:39:34,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-07-29,8.0,59.0,0 days 04:48:43,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-07-30,3.0,66.0,0 days 05:32:03,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-08-02,3.0,92.0,0 days 06:07:58,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-08-03,2.0,63.0,0 days 09:30:01,8:34:37,1024.0,0:0:30,Highly Engaged
Goodreads,2019-08-08,2.0,65.0,0 days 05:13:35,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-08-13,3.0,80.0,0 days 05:46:56,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-08-15,16.0,83.0,0 days 06:43:34,8:34:37,1024.0,0:0:30,Highly Engaged
Goodreads,2019-08-16,5.0,83.0,0 days 05:54:50,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-08-20,2.0,69.0,0 days 06:10:46,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-08-21,12.0,92.0,0 days 06:03:01,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-08-24,2.0,107.0,0 days 04:10:35,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-08-25,1.0,114.0,0 days 04:36:27,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-08-26,2.0,93.0,0 days 05:47:29,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-08-27,2.0,60.0,0 days 04:49:13,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-08-28,4.0,73.0,0 days 05:32:34,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-08-29,5.0,58.0,0 days 03:56:34,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-09-03,2.0,79.0,0 days 06:04:16,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-09-04,3.0,55.0,0 days 05:16:44,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-09-07,7.0,84.0,0 days 07:04:27,8:34:37,1024.0,0:0:30,Highly Engaged
Goodreads,2019-09-09,3.0,81.0,0 days 06:15:44,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-09-15,5.0,68.0,0 days 05:17:22,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-09-17,1.0,81.0,0 days 06:35:45,8:34:37,1024.0,0:0:30,Highly Engaged
Goodreads,2019-09-20,3.0,81.0,0 days 04:35:56,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-09-22,12.0,74.0,0 days 04:54:27,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-09-23,1.0,83.0,0 days 03:43:51,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-09-24,8.0,70.0,0 days 05:24:17,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-09-26,3.0,103.0,0 days 06:03:26,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-09-27,3.0,61.0,0 days 03:31:31,8:34:37,1024.0,0:0:30,Low Engaged
Goodreads,2019-09-29,3.0,100.0,0 days 05:24:17,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-09-30,2.0,63.0,0 days 05:12:23,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-10-01,2.0,68.0,0 days 06:18:51,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-10-02,2.0,80.0,0 days 08:09:54,8:34:37,1024.0,0:0:30,Highly Engaged
Goodreads,2019-10-03,7.0,77.0,0 days 07:37:37,8:34:37,1024.0,0:0:30,Highly Engaged
Goodreads,2019-10-04,1.0,90.0,0 days 04:28:53,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-10-06,2.0,70.0,0 days 07:21:44,8:34:37,1024.0,0:0:30,Highly Engaged
Goodreads,2019-10-07,3.0,68.0,0 days 05:32:04,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-10-17,2.0,84.0,0 days 07:00:45,8:34:37,1024.0,0:0:30,Highly Engaged
Goodreads,2019-10-21,1.0,108.0,0 days 04:29:40,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-10-23,2.0,88.0,0 days 05:08:04,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-10-28,1.0,85.0,0 days 03:28:33,8:34:37,1024.0,0:0:30,Low Engaged
Goodreads,2019-10-29,1.0,81.0,0 days 05:37:58,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-10-30,1.0,71.0,0 days 04:34:26,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-10-31,2.0,71.0,0 days 06:22:49,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-11-02,2.0,81.0,0 days 07:10:10,8:34:37,1024.0,0:0:30,Highly Engaged
Goodreads,2019-11-07,2.0,66.0,0 days 06:15:50,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-11-12,2.0,66.0,0 days 04:10:46,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-11-13,2.0,76.0,0 days 05:05:49,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-11-17,4.0,87.0,0 days 03:31:52,8:34:37,1024.0,0:0:30,Low Engaged
Goodreads,2019-11-19,2.0,53.0,0 days 04:10:44,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-11-20,13.0,53.0,0 days 03:57:31,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-11-22,1.0,60.0,0 days 04:07:32,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-11-23,2.0,66.0,0 days 05:52:24,8:34:37,1024.0,0:0:30,Moderately Engaged
Goodreads,2019-11-25,1.0,79.0,0 days 05:11:51,8:34:37,1024.0,0:0:30,Moderately Engaged
Google,2019-05-17,1.0,33.0,0 days 02:51:12,0:43:04,67.0,0:0:38,Low Engaged
Google,2019-06-07,2.0,69.0,0 days 05:33:33,0:43:04,67.0,0:0:38,Moderately Engaged
Google,2019-06-08,11.0,80.0,0 days 06:10:35,0:43:04,67.0,0:0:38,Moderately Engaged
Google,2019-06-10,2.0,79.0,0 days 04:22:21,0:43:04,67.0,0:0:38,Moderately Engaged
Google,2019-06-19,1.0,52.0,0 days 06:39:43,0:43:04,67.0,0:0:38,Highly Engaged
Google,2019-06-30,4.0,69.0,0 days 07:17:21,0:43:04,67.0,0:0:38,Highly Engaged
Google,2019-07-30,2.0,66.0,0 days 05:32:03,0:43:04,67.0,0:0:38,Moderately Engaged
Google,2019-09-28,3.0,63.0,0 days 06:04:37,0:43:04,67.0,0:0:38,Moderately Engaged
Google,2019-09-30,1.0,63.0,0 days 05:12:23,0:43:04,67.0,0:0:38,Moderately Engaged
Google,2019-10-07,1.0,68.0,0 days 05:32:04,0:43:04,67.0,0:0:38,Moderately Engaged
Google,2019-10-17,4.0,84.0,0 days 07:00:45,0:43:04,67.0,0:0:38,Highly Engaged
Google Pay,2019-05-31,1.0,79.0,0 days 05:37:58,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-06-01,3.0,73.0,0 days 05:33:07,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-06-03,2.0,82.0,0 days 04:34:45,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-06-04,1.0,75.0,0 days 05:07:30,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-06-07,1.0,69.0,0 days 05:33:33,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-06-10,1.0,79.0,0 days 04:22:21,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-06-13,1.0,82.0,0 days 04:56:10,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-06-28,10.0,60.0,0 days 04:02:33,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-06-30,67.0,69.0,0 days 07:17:21,4:37:25,252.0,0:1:06,Highly Engaged
Google Pay,2019-07-01,43.0,76.0,0 days 06:15:09,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-07-02,1.0,83.0,0 days 06:15:16,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-07-05,3.0,104.0,0 days 07:58:23,4:37:25,252.0,0:1:06,Highly Engaged
Google Pay,2019-07-16,2.0,71.0,0 days 05:36:16,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-07-19,2.0,68.0,0 days 05:48:51,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-07-23,2.0,91.0,0 days 04:53:25,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-08-01,2.0,64.0,0 days 05:37:12,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-08-02,4.0,92.0,0 days 06:07:58,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-08-05,1.0,73.0,0 days 04:02:18,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-08-06,3.0,67.0,0 days 04:29:27,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-08-13,2.0,80.0,0 days 05:46:56,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-08-15,4.0,83.0,0 days 06:43:34,4:37:25,252.0,0:1:06,Highly Engaged
Google Pay,2019-08-18,1.0,62.0,0 days 07:35:19,4:37:25,252.0,0:1:06,Highly Engaged
Google Pay,2019-08-20,1.0,69.0,0 days 06:10:46,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-08-25,1.0,114.0,0 days 04:36:27,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-08-31,2.0,90.0,0 days 06:53:43,4:37:25,252.0,0:1:06,Highly Engaged
Google Pay,2019-09-01,2.0,121.0,0 days 03:55:56,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-09-02,6.0,70.0,0 days 07:21:15,4:37:25,252.0,0:1:06,Highly Engaged
Google Pay,2019-09-04,1.0,55.0,0 days 05:16:44,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-09-05,1.0,79.0,0 days 06:33:23,4:37:25,252.0,0:1:06,Highly Engaged
Google Pay,2019-09-17,2.0,81.0,0 days 06:35:45,4:37:25,252.0,0:1:06,Highly Engaged
Google Pay,2019-09-20,1.0,81.0,0 days 04:35:56,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-10-01,3.0,68.0,0 days 06:18:51,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-10-08,6.0,68.0,0 days 05:36:21,4:37:25,252.0,0:1:06,Moderately Engaged
Google Pay,2019-10-09,2.0,60.0,0 days 06:45:04,4:37:25,252.0,0:1:06,Highly Engaged
