App name,Date,Duration,Check phone count of all Apps,Total screen time of all Apps,App total Usage time,App total Access count,App total Average Screen time,User_Engagement_Level
Instagram,2019-10-16,83.0,79.0,0 days 08:01:33,329:42:37,6141.0,0:3:13,Highly Engaged
Instagram,2019-10-17,110.0,84.0,0 days 07:00:45,329:42:37,6141.0,0:3:13,Highly Engaged
Instagram,2019-10-18,7.0,101.0,0 days 02:39:48,329:42:37,6141.0,0:3:13,Low Engaged
Instagram,2019-10-19,4.0,38.0,0 days 00:37:21,329:42:37,6141.0,0:3:13,Low Engaged
Instagram,2019-10-21,55.0,108.0,0 days 04:29:40,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-10-22,20.0,54.0,0 days 03:27:35,329:42:37,6141.0,0:3:13,Low Engaged
Instagram,2019-10-23,38.0,88.0,0 days 05:08:04,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-10-24,124.0,91.0,0 days 07:37:49,329:42:37,6141.0,0:3:13,Highly Engaged
Instagram,2019-10-25,84.0,65.0,0 days 06:03:20,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-10-26,80.0,72.0,0 days 05:13:11,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-10-27,73.0,83.0,0 days 04:45:04,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-10-28,72.0,85.0,0 days 03:28:33,329:42:37,6141.0,0:3:13,Low Engaged
Instagram,2019-10-29,116.0,81.0,0 days 05:37:58,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-10-30,111.0,71.0,0 days 04:34:26,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-10-31,168.0,71.0,0 days 06:22:49,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-01,114.0,84.0,0 days 05:52:14,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-02,138.0,81.0,0 days 07:10:10,329:42:37,6141.0,0:3:13,Highly Engaged
Instagram,2019-11-03,88.0,57.0,0 days 05:45:34,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-04,144.0,78.0,0 days 05:23:14,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-05,140.0,65.0,0 days 06:23:36,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-06,29.0,72.0,0 days 03:03:16,329:42:37,6141.0,0:3:13,Low Engaged
Instagram,2019-11-07,91.0,66.0,0 days 06:15:50,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-08,82.0,79.0,0 days 06:13:26,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-09,96.0,73.0,0 days 05:56:55,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-10,136.0,62.0,0 days 06:58:54,329:42:37,6141.0,0:3:13,Highly Engaged
Instagram,2019-11-11,84.0,78.0,0 days 05:56:43,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-12,50.0,66.0,0 days 04:10:46,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-13,86.0,76.0,0 days 05:05:49,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-14,101.0,70.0,0 days 05:34:35,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-15,53.0,76.0,0 days 03:55:27,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-16,77.0,77.0,0 days 05:55:52,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-17,68.0,87.0,0 days 03:31:52,329:42:37,6141.0,0:3:13,Low Engaged
Instagram,2019-11-18,73.0,63.0,0 days 04:40:07,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-19,83.0,53.0,0 days 04:10:44,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-20,100.0,53.0,0 days 03:57:31,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-21,102.0,66.0,0 days 06:01:38,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-22,75.0,60.0,0 days 04:07:32,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-23,88.0,66.0,0 days 05:52:24,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-24,150.0,68.0,0 days 05:07:07,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-25,101.0,79.0,0 days 05:11:51,329:42:37,6141.0,0:3:13,Moderately Engaged
Instagram,2019-11-26,51.0,55.0,0 days 03:56:09,329:42:37,6141.0,0:3:13,Moderately Engaged
JioSaavn,2019-07-13,4.0,76.0,0 days 03:54:05,0:24:34,27.0,0:0:54,Moderately Engaged
JioSaavn,2019-07-31,3.0,70.0,0 days 04:25:26,0:24:34,27.0,0:0:54,Moderately Engaged
JioSaavn,2019-08-03,5.0,63.0,0 days 09:30:01,0:24:34,27.0,0:0:54,Highly Engaged
JioSaavn,2019-09-06,1.0,80.0,0 days 06:48:28,0:24:34,27.0,0:0:54,Highly Engaged
JioTV,2019-09-07,3.0,84.0,0 days 07:04:27,0:33:37,21.0,0:1:36,Highly Engaged
JioTV,2019-09-18,26.0,100.0,0 days 04:55:35,0:33:37,21.0,0:1:36,Moderately Engaged
JioTV,2019-09-22,2.0,74.0,0 days 04:54:27,0:33:37,21.0,0:1:36,Moderately Engaged
Khan Academy,2019-10-08,1.0,68.0,0 days 05:36:21,0:09:15,10.0,0:0:55,Moderately Engaged
Khan Academy,2019-11-19,5.0,53.0,0 days 04:10:44,0:09:15,10.0,0:0:55,Moderately Engaged
LG TV Plus,2019-08-24,2.0,107.0,0 days 04:10:35,0:50:39,58.0,0:0:52,Moderately Engaged
LG TV Plus,2019-09-01,4.0,121.0,0 days 03:55:56,0:50:39,58.0,0:0:52,Moderately Engaged
LG TV Plus,2019-09-14,2.0,83.0,0 days 02:51:02,0:50:39,58.0,0:0:52,Low Engaged
LG TV Plus,2019-10-29,7.0,81.0,0 days 05:37:58,0:50:39,58.0,0:0:52,Moderately Engaged
LG TV Plus,2019-10-31,3.0,71.0,0 days 06:22:49,0:50:39,58.0,0:0:52,Moderately Engaged
LG TV Plus,2019-11-02,8.0,81.0,0 days 07:10:10,0:50:39,58.0,0:0:52,Highly Engaged
LG TV Plus,2019-11-05,2.0,65.0,0 days 06:23:36,0:50:39,58.0,0:0:52,Moderately Engaged
LG TV Plus,2019-11-07,2.0,66.0,0 days 06:15:50,0:50:39,58.0,0:0:52,Moderately Engaged
LG TV Plus,2019-11-08,2.0,79.0,0 days 06:13:26,0:50:39,58.0,0:0:52,Moderately Engaged
LG TV Plus,2019-11-09,2.0,73.0,0 days 05:56:55,0:50:39,58.0,0:0:52,Moderately Engaged
LG TV Plus,2019-11-14,2.0,70.0,0 days 05:34:35,0:50:39,58.0,0:0:52,Moderately Engaged
LG TV Plus,2019-11-15,1.0,76.0,0 days 03:55:27,0:50:39,58.0,0:0:52,Moderately Engaged
Layout,2019-07-03,1.0,74.0,0 days 08:40:21,0:06:30,11.0,0:0:35,Highly Engaged
Layout,2019-07-14,3.0,92.0,0 days 07:53:56,0:06:30,11.0,0:0:35,Highly Engaged
MX Player,2019-06-08,8.0,80.0,0 days 06:10:35,17:40:02,210.0,0:5:02,Moderately Engaged
MX Player,2019-06-10,1.0,79.0,0 days 04:22:21,17:40:02,210.0,0:5:02,Moderately Engaged
MX Player,2019-06-13,14.0,82.0,0 days 04:56:10,17:40:02,210.0,0:5:02,Moderately Engaged
MX Player,2019-06-14,82.0,68.0,0 days 06:28:35,17:40:02,210.0,0:5:02,Moderately Engaged
MX Player,2019-06-22,86.0,80.0,0 days 07:17:22,17:40:02,210.0,0:5:02,Highly Engaged
MX Player,2019-06-23,90.0,74.0,0 days 06:38:16,17:40:02,210.0,0:5:02,Highly Engaged
MX Player,2019-06-29,43.0,70.0,0 days 07:28:32,17:40:02,210.0,0:5:02,Highly Engaged
MX Player,2019-06-30,1.0,69.0,0 days 07:17:21,17:40:02,210.0,0:5:02,Highly Engaged
MX Player,2019-07-03,1.0,74.0,0 days 08:40:21,17:40:02,210.0,0:5:02,Highly Engaged
MX Player,2019-07-20,21.0,110.0,0 days 07:46:52,17:40:02,210.0,0:5:02,Highly Engaged
MX Player,2019-08-02,6.0,92.0,0 days 06:07:58,17:40:02,210.0,0:5:02,Moderately Engaged
MX Player,2019-08-03,120.0,63.0,0 days 09:30:01,17:40:02,210.0,0:5:02,Highly Engaged
MX Player,2019-08-17,111.0,61.0,0 days 09:24:33,17:40:02,210.0,0:5:02,Highly Engaged
MX Player,2019-08-18,86.0,62.0,0 days 07:35:19,17:40:02,210.0,0:5:02,Highly Engaged
MX Player,2019-08-30,58.0,69.0,0 days 07:45:25,17:40:02,210.0,0:5:02,Highly Engaged
MX Player,2019-08-31,58.0,90.0,0 days 06:53:43,17:40:02,210.0,0:5:02,Highly Engaged
MX Player,2019-09-21,30.0,53.0,0 days 07:09:46,17:40:02,210.0,0:5:02,Highly Engaged
MX Player,2019-09-22,10.0,74.0,0 days 04:54:27,17:40:02,210.0,0:5:02,Moderately Engaged
MX Player,2019-09-23,2.0,83.0,0 days 03:43:51,17:40:02,210.0,0:5:02,Moderately Engaged
MX Player,2019-10-02,3.0,80.0,0 days 08:09:54,17:40:02,210.0,0:5:02,Highly Engaged
MX Player,2019-10-16,4.0,79.0,0 days 08:01:33,17:40:02,210.0,0:5:02,Highly Engaged
MX Player,2019-10-22,16.0,54.0,0 days 03:27:35,17:40:02,210.0,0:5:02,Low Engaged
MX Player,2019-10-23,68.0,88.0,0 days 05:08:04,17:40:02,210.0,0:5:02,Moderately Engaged
MX Player,2019-10-24,2.0,91.0,0 days 07:37:49,17:40:02,210.0,0:5:02,Highly Engaged
MX Player,2019-11-08,3.0,79.0,0 days 06:13:26,17:40:02,210.0,0:5:02,Moderately Engaged
MX Player,2019-11-11,3.0,78.0,0 days 05:56:43,17:40:02,210.0,0:5:02,Moderately Engaged
MX Player,2019-11-24,4.0,68.0,0 days 05:07:07,17:40:02,210.0,0:5:02,Moderately Engaged
Medium,2019-05-18,1.0,68.0,0 days 04:37:25,1:06:31,38.0,0:1:45,Moderately Engaged
Medium,2019-06-29,2.0,70.0,0 days 07:28:32,1:06:31,38.0,0:1:45,Highly Engaged
Medium,2019-07-11,3.0,87.0,0 days 06:59:12,1:06:31,38.0,0:1:45,Highly Engaged
Medium,2019-07-16,2.0,71.0,0 days 05:36:16,1:06:31,38.0,0:1:45,Moderately Engaged
Medium,2019-07-18,4.0,64.0,0 days 06:48:43,1:06:31,38.0,0:1:45,Highly Engaged
Medium,2019-07-23,1.0,91.0,0 days 04:53:25,1:06:31,38.0,0:1:45,Moderately Engaged
Medium,2019-08-02,15.0,92.0,0 days 06:07:58,1:06:31,38.0,0:1:45,Moderately Engaged
Medium,2019-08-05,5.0,73.0,0 days 04:02:18,1:06:31,38.0,0:1:45,Moderately Engaged
Medium,2019-08-06,5.0,67.0,0 days 04:29:27,1:06:31,38.0,0:1:45,Moderately Engaged
Medium,2019-08-21,1.0,92.0,0 days 06:03:01,1:06:31,38.0,0:1:45,Moderately Engaged
Medium,2019-09-15,2.0,68.0,0 days 05:17:22,1:06:31,38.0,0:1:45,Moderately Engaged
Medium,2019-09-17,3.0,81.0,0 days 06:35:45,1:06:31,38.0,0:1:45,Highly Engaged
Medium,2019-10-02,2.0,80.0,0 days 08:09:54,1:06:31,38.0,0:1:45,Highly Engaged
Medium,2019-10-07,4.0,68.0,0 days 05:32:04,1:06:31,38.0,0:1:45,Moderately Engaged
Medium,2019-10-16,6.0,79.0,0 days 08:01:33,1:06:31,38.0,0:1:45,Highly Engaged
Meme Generator Free,2019-06-22,5.0,80.0,0 days 07:17:22,0:44:18,31.0,0:1:25,Highly Engaged
Meme Generator Free,2019-06-25,16.0,59.0,0 days 06:03:45,0:44:18,31.0,0:1:25,Moderately Engaged
Meme Generator Free,2019-07-02,2.0,83.0,0 days 06:15:16,0:44:18,31.0,0:1:25,Moderately Engaged
Meme Generator Free,2019-07-03,8.0,74.0,0 days 08:40:21,0:44:18,31.0,0:1:25,Highly Engaged
Meme Generator Free,2019-07-04,2.0,36.0,0 days 03:35:33,0:44:18,31.0,0:1:25,Moderately Engaged
Meme Templates,2019-06-18,4.0,49.0,0 days 05:28:29,0:32:17,27.0,0:1:11,Moderately Engaged
Meme Templates,2019-06-19,1.0,52.0,0 days 06:39:43,0:32:17,27.0,0:1:11,Highly Engaged
Meme Templates,2019-06-22,3.0,80.0,0 days 07:17:22,0:32:17,27.0,0:1:11,Highly Engaged
Meme Templates,2019-06-25,8.0,59.0,0 days 06:03:45,0:32:17,27.0,0:1:11,Moderately Engaged
Meme Templates,2019-06-26,9.0,75.0,0 days 06:15:42,0:32:17,27.0,0:1:11,Moderately Engaged
Meme Templates,2019-07-02,1.0,83.0,0 days 06:15:16,0:32:17,27.0,0:1:11,Moderately Engaged
Meme Templates,2019-07-03,1.0,74.0,0 days 08:40:21,0:32:17,27.0,0:1:11,Highly Engaged
Meme Templates,2019-08-21,1.0,92.0,0 days 06:03:01,0:32:17,27.0,0:1:11,Moderately Engaged
Mi Fit,2019-05-29,2.0,63.0,0 days 06:04:37,0:25:05,48.0,0:0:31,Moderately Engaged
Mi Fit,2019-05-30,1.0,68.0,0 days 08:37:01,0:25:05,48.0,0:0:31,Highly Engaged
Mi Fit,2019-05-31,2.0,79.0,0 days 05:37:58,0:25:05,48.0,0:0:31,Moderately Engaged
Mi Fit,2019-06-07,2.0,69.0,0 days 05:33:33,0:25:05,48.0,0:0:31,Moderately Engaged
Mi Fit,2019-06-09,1.0,66.0,0 days 07:11:13,0:25:05,48.0,0:0:31,Highly Engaged
Mi Fit,2019-06-15,1.0,71.0,0 days 05:08:02,0:25:05,48.0,0:0:31,Moderately Engaged
Mi Fit,2019-06-30,1.0,69.0,0 days 07:17:21,0:25:05,48.0,0:0:31,Highly Engaged
Mi Fit,2019-09-18,1.0,100.0,0 days 04:55:35,0:25:05,48.0,0:0:31,Moderately Engaged
Om Tamil Calendar,2019-07-08,1.0,119.0,0 days 04:59:14,0:25:06,24.0,0:1:02,Moderately Engaged
Om Tamil Calendar,2019-07-15,2.0,90.0,0 days 07:53:29,0:25:06,24.0,0:1:02,Highly Engaged
Om Tamil Calendar,2019-07-16,2.0,71.0,0 days 05:36:16,0:25:06,24.0,0:1:02,Moderately Engaged
Om Tamil Calendar,2019-08-20,3.0,69.0,0 days 06:10:46,0:25:06,24.0,0:1:02,Moderately Engaged
Om Tamil Calendar,2019-10-03,1.0,77.0,0 days 07:37:37,0:25:06,24.0,0:1:02,Highly Engaged
Om Tamil Calendar,2019-10-10,1.0,79.0,0 days 05:39:44,0:25:06,24.0,0:1:02,Moderately Engaged
Om Tamil Calendar,2019-10-30,2.0,71.0,0 days 04:34:26,0:25:06,24.0,0:1:02,Moderately Engaged
Om Tamil Calendar,2019-11-24,1.0,68.0,0 days 05:07:07,0:25:06,24.0,0:1:02,Moderately Engaged
Om Tamil Calendar,2019-11-25,3.0,79.0,0 days 05:11:51,0:25:06,24.0,0:1:02,Moderately Engaged
Om Tamil Calendar,2019-11-26,2.0,55.0,0 days 03:56:09,0:25:06,24.0,0:1:02,Moderately Engaged
Opera,2019-09-27,29.0,61.0,0 days 03:31:31,26:08:00,230.0,0:6:49,Low Engaged
Opera,2019-09-28,30.0,63.0,0 days 06:04:37,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-09-29,35.0,100.0,0 days 05:24:17,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-09-30,35.0,63.0,0 days 05:12:23,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-10-02,11.0,80.0,0 days 08:09:54,26:08:00,230.0,0:6:49,Highly Engaged
Opera,2019-10-03,49.0,77.0,0 days 07:37:37,26:08:00,230.0,0:6:49,Highly Engaged
Opera,2019-10-05,58.0,59.0,0 days 05:56:27,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-10-06,40.0,70.0,0 days 07:21:44,26:08:00,230.0,0:6:49,Highly Engaged
Opera,2019-10-08,44.0,68.0,0 days 05:36:21,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-10-09,25.0,60.0,0 days 06:45:04,26:08:00,230.0,0:6:49,Highly Engaged
Opera,2019-10-10,1.0,79.0,0 days 05:39:44,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-10-11,42.0,74.0,0 days 07:11:46,26:08:00,230.0,0:6:49,Highly Engaged
Opera,2019-10-12,20.0,59.0,0 days 07:25:16,26:08:00,230.0,0:6:49,Highly Engaged
Opera,2019-10-13,32.0,57.0,0 days 06:56:10,26:08:00,230.0,0:6:49,Highly Engaged
Opera,2019-10-14,13.0,57.0,0 days 05:32:11,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-10-15,22.0,63.0,0 days 06:03:32,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-10-17,16.0,84.0,0 days 07:00:45,26:08:00,230.0,0:6:49,Highly Engaged
Opera,2019-10-21,10.0,108.0,0 days 04:29:40,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-10-22,12.0,54.0,0 days 03:27:35,26:08:00,230.0,0:6:49,Low Engaged
Opera,2019-10-23,9.0,88.0,0 days 05:08:04,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-10-24,1.0,91.0,0 days 07:37:49,26:08:00,230.0,0:6:49,Highly Engaged
Opera,2019-10-25,40.0,65.0,0 days 06:03:20,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-10-26,58.0,72.0,0 days 05:13:11,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-10-27,28.0,83.0,0 days 04:45:04,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-10-29,17.0,81.0,0 days 05:37:58,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-10-31,7.0,71.0,0 days 06:22:49,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-02,75.0,81.0,0 days 07:10:10,26:08:00,230.0,0:6:49,Highly Engaged
Opera,2019-11-03,41.0,57.0,0 days 05:45:34,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-04,29.0,78.0,0 days 05:23:14,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-05,50.0,65.0,0 days 06:23:36,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-06,44.0,72.0,0 days 03:03:16,26:08:00,230.0,0:6:49,Low Engaged
Opera,2019-11-07,19.0,66.0,0 days 06:15:50,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-08,29.0,79.0,0 days 06:13:26,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-09,34.0,73.0,0 days 05:56:55,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-10,30.0,62.0,0 days 06:58:54,26:08:00,230.0,0:6:49,Highly Engaged
Opera,2019-11-11,5.0,78.0,0 days 05:56:43,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-12,32.0,66.0,0 days 04:10:46,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-13,55.0,76.0,0 days 05:05:49,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-14,34.0,70.0,0 days 05:34:35,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-15,26.0,76.0,0 days 03:55:27,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-16,24.0,77.0,0 days 05:55:52,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-18,41.0,63.0,0 days 04:40:07,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-19,35.0,53.0,0 days 04:10:44,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-20,42.0,53.0,0 days 03:57:31,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-21,55.0,66.0,0 days 06:01:38,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-22,20.0,60.0,0 days 04:07:32,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-23,24.0,66.0,0 days 05:52:24,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-24,56.0,68.0,0 days 05:07:07,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-25,46.0,79.0,0 days 05:11:51,26:08:00,230.0,0:6:49,Moderately Engaged
Opera,2019-11-26,6.0,55.0,0 days 03:56:09,26:08:00,230.0,0:6:49,Moderately Engaged
Opera Mini,2019-05-18,19.0,68.0,0 days 04:37:25,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-05-19,17.0,80.0,0 days 05:27:18,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-05-20,28.0,34.0,0 days 03:17:24,43:02:54,501.0,0:5:09,Low Engaged
Opera Mini,2019-05-24,7.0,70.0,0 days 07:44:25,43:02:54,501.0,0:5:09,Highly Engaged
Opera Mini,2019-05-25,12.0,58.0,0 days 03:34:42,43:02:54,501.0,0:5:09,Low Engaged
Opera Mini,2019-05-26,91.0,52.0,0 days 06:55:16,43:02:54,501.0,0:5:09,Highly Engaged
Opera Mini,2019-05-27,14.0,68.0,0 days 06:14:55,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-05-28,9.0,64.0,0 days 05:18:12,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-05-29,29.0,63.0,0 days 06:04:37,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-05-30,36.0,68.0,0 days 08:37:01,43:02:54,501.0,0:5:09,Highly Engaged
Opera Mini,2019-05-31,34.0,79.0,0 days 05:37:58,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-02,23.0,53.0,0 days 05:12:32,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-03,15.0,82.0,0 days 04:34:45,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-04,28.0,75.0,0 days 05:07:30,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-05,55.0,45.0,0 days 07:04:15,43:02:54,501.0,0:5:09,Highly Engaged
Opera Mini,2019-06-06,19.0,55.0,0 days 06:30:48,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-07,44.0,69.0,0 days 05:33:33,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-09,77.0,66.0,0 days 07:11:13,43:02:54,501.0,0:5:09,Highly Engaged
Opera Mini,2019-06-10,19.0,79.0,0 days 04:22:21,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-11,14.0,78.0,0 days 05:18:00,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-12,50.0,72.0,0 days 06:10:34,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-13,18.0,82.0,0 days 04:56:10,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-14,26.0,68.0,0 days 06:28:35,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-15,42.0,71.0,0 days 05:08:02,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-16,14.0,105.0,0 days 04:54:08,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-17,9.0,56.0,0 days 05:09:57,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-18,21.0,49.0,0 days 05:28:29,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-19,14.0,52.0,0 days 06:39:43,43:02:54,501.0,0:5:09,Highly Engaged
Opera Mini,2019-06-20,3.0,64.0,0 days 04:37:30,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-21,9.0,61.0,0 days 04:51:40,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-22,17.0,80.0,0 days 07:17:22,43:02:54,501.0,0:5:09,Highly Engaged
Opera Mini,2019-06-23,11.0,74.0,0 days 06:38:16,43:02:54,501.0,0:5:09,Highly Engaged
Opera Mini,2019-06-24,14.0,37.0,0 days 04:58:25,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-25,22.0,59.0,0 days 06:03:45,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-26,28.0,75.0,0 days 06:15:42,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-27,6.0,56.0,0 days 07:51:13,43:02:54,501.0,0:5:09,Highly Engaged
Opera Mini,2019-06-28,1.0,60.0,0 days 04:02:33,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-06-29,18.0,70.0,0 days 07:28:32,43:02:54,501.0,0:5:09,Highly Engaged
Opera Mini,2019-06-30,15.0,69.0,0 days 07:17:21,43:02:54,501.0,0:5:09,Highly Engaged
Opera Mini,2019-07-01,18.0,76.0,0 days 06:15:09,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-07-03,23.0,74.0,0 days 08:40:21,43:02:54,501.0,0:5:09,Highly Engaged
Opera Mini,2019-07-04,14.0,36.0,0 days 03:35:33,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-07-05,25.0,104.0,0 days 07:58:23,43:02:54,501.0,0:5:09,Highly Engaged
Opera Mini,2019-07-06,26.0,96.0,0 days 04:01:14,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-07-07,26.0,98.0,0 days 04:11:54,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-07-08,11.0,119.0,0 days 04:59:14,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-07-09,36.0,69.0,0 days 07:45:22,43:02:54,501.0,0:5:09,Highly Engaged
Opera Mini,2019-07-11,19.0,87.0,0 days 06:59:12,43:02:54,501.0,0:5:09,Highly Engaged
Opera Mini,2019-07-12,20.0,65.0,0 days 04:24:32,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-07-14,31.0,92.0,0 days 07:53:56,43:02:54,501.0,0:5:09,Highly Engaged
Opera Mini,2019-07-15,13.0,90.0,0 days 07:53:29,43:02:54,501.0,0:5:09,Highly Engaged
Opera Mini,2019-07-17,1.0,58.0,0 days 05:19:17,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-07-19,17.0,68.0,0 days 05:48:51,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-07-20,5.0,110.0,0 days 07:46:52,43:02:54,501.0,0:5:09,Highly Engaged
Opera Mini,2019-07-21,32.0,64.0,0 days 05:48:20,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-07-23,9.0,91.0,0 days 04:53:25,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-07-24,11.0,65.0,0 days 05:22:45,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-07-25,40.0,57.0,0 days 05:19:29,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-07-29,49.0,59.0,0 days 04:48:43,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-07-30,19.0,66.0,0 days 05:32:03,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-07-31,19.0,70.0,0 days 04:25:26,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-08-01,14.0,64.0,0 days 05:37:12,43:02:54,501.0,0:5:09,Moderately Engaged
Opera Mini,2019-08-02,23.0,92.0,0 days 06:07:58,43:02:54,501.0,0:5:09,Moderately Engaged
